path,track_name,text,time_signature,key_signature,set_tempo,clocks_per_click
2_of_a_kind_jp.mid, _-_ name Two Of A Kind  __ time 0 _-_ name seq. by Johnny Pumphandle __ time 0 _-_ name Two Of A kind - Bobby Darin/Johnny Mercer __ time 0 _-_ name bass __ time 0 _-_ name drums __ time 0 _-_ name rhodes __ time 0 _-_ name rhythm __ time 0 _-_ name strings __ time 0 _-_ name lead __ time 0, _-_ text Bobby DarinJohnny Mercer@ __ time 0,4/4,F,120.0,24
cant_take_my_eyes_off_you_er.mid, _-_ name Can't take my eyes off you (Engelbert Humperdinck) __ time 0 _-_ name Piano __ time 0 _-_ name Bass __ time 0 _-_ name Vibraphone __ time 0 _-_ name Melody __ time 0 _-_ name Ac. Guitar __ time 0 _-_ name Elec. Guitar __ time 0 _-_ name Strings __ time 0 _-_ name Trumpet __ time 0 _-_ name Choiraahs __ time 0 _-_ name Drums __ time 0 _-_ name Trumpet 2 __ time 0 _-_ name by Elna le Roux __ time 0,,4/4,C,120.0,24
siempre_hay_esperanza_jk.mid, _-_ name Fretless Bass __ time 0 _-_ name Vibraphone __ time 0 _-_ name Jp.Strings __ time 0 _-_ name Saxophone __ time 0 _-_ name OPEN HIHAT __ time 0 _-_ name REVERB SNARE __ time 0 _-_ name SNARE __ time 0 _-_ name KICK __ time 0 _-_ name CLOSED HIHAT __ time 0 _-_ name 2ST CLOSEDHIHAT __ time 0 _-_ name Ac.Guitar __ time 0 _-_ name Sade __ time 0 _-_ name Siempre hay Esperanza __ time 0 _-_ name Sequenced by __ time 0 _-_ name Johannes Karhula 4/94 __ time 0,,4/4,C,93.0,24
caravan-duke_js.mid," _-_ name ""Caravan"" written by __ time 0 _-_ name Duke Ellington __ time 0 _-_ name Sequenced by __ time 0 _-_ name John Signorelli __ time 0 _-_ name using Band in Box 6 __ time 0 _-_ name and Cakewalk __ time 0 _-_ name Bass    (BB) __ time 0 _-_ name Drums   (BB) __ time 0 _-_ name nylon guitar __ time 0 _-_ name acous guitar steel __ time 0 _-_ name melodic tom __ time 0 _-_ name Voice 1 (Melody) __ time 0 _-_ name Voice 2 (Harmony)  __ time 0 _-_ name Voice 3 (Harmony)   __ time 0 _-_ name Melody Doubled #1  __ time 0 _-_ name rock organ voice 1 __ time 0 _-_ name rock organ voice 2 __ time 0 _-_ name rock organ voice 3 __ time 0 _-_ name rock organ melody dbl __ time 0",,4/4,C,104.0,24
nothing_can_come_between_us_jk.mid, _-_ name Synth bass __ time 0 _-_ name Fretless bass __ time 0 _-_ name Fingered bass __ time 0 _-_ name Slap bass __ time 0 _-_ name E.Piano __ time 0 _-_ name Funk guitar __ time 0 _-_ name Vocal 1 __ time 0 _-_ name Vocal 2 __ time 0 _-_ name TAMBOURINE __ time 0 _-_ name CLAPS __ time 0 _-_ name OPEN HIHAT __ time 0 _-_ name CABASA __ time 0 _-_ name KICK __ time 0 _-_ name RIM __ time 0 _-_ name HIHAT __ time 0 _-_ name RIDE __ time 0 _-_ name Hard E.Piano __ time 0 _-_ name Acoustic guitar __ time 0 _-_ name Sade: __ time 0 _-_ name Nothing can come bet- __ time 0 _-_ name ween us __ time 0 _-_ name (C) J.Karhula 7/1994 __ time 0,,4/4,C,104.0,24
steppin_out-Joe-Jackson_eb.mid," _-_ name untitled __ time 0 _-_ name Piano __ time 0 _-_ name Bass __ time 0 _-_ name Organ Fill __ time 0 _-_ name Bell Highlights __ time 0 _-_ name Melody __ time 0 _-_ name BackVocals __ time 0 _-_ name String Highlights __ time 0 _-_ name Jazz Set __ time 0 _-_ name ""Steppin' Out"" by Joe Jackson __ time 0 _-_ name Sequenced by Eric Bateman __ time 0 _-_ name ebateman@vivanet.com __ time 0",,4/4,C,160.0,24
cant_we_be_friends-1929-kar_jpp.mid, _-_ name Soft karaoke __ time 0 _-_ name Words __ time 0 _-_ name piano 1 __ time 0 _-_ name piano 2 __ time 0 _-_ name piano 3 __ time 0 _-_ name piano 4 __ time 0 _-_ name lyric __ time 0 _-_ name pizz str bass __ time 0 _-_ name * __ time 0 _-_ name Can't We Be Friends? 1929 __ time 0 _-_ name Music by Kay Swift __ time 0 _-_ name Lyrics by Paul James __ time 0 _-_ name @ MCMXXIX by Harms Inc. N.Y. __ time 0 _-_ name * __ time 0 _-_ name sequence & karaoke by James Pitt-Payne// London UK __ time 0 _-_ name on Friday 2 July 2010 at 22.29 __ time 0 _-_ name in association with Veda Meyer-Castens __ time 0 _-_ name * __ time 0," _-_ text @KMIDI KARAOKE FILE __ time 0 _-_ text @LMusic by Kay Swift - Lyrics by Paul James __ time 0 _-_ text @TCan't We Be Friends? 1929 __ time 0 _-_ text @Tby James Pitt-Payne// London UK - 2 July 2010 __ time 0 _-_ text @T2010 __ time 0 _-_ text I __ time 2460 _-_ text  took __ time 60 _-_ text  each __ time 60 _-_ text  word __ time 60 _-_ text  he __ time 60 _-_ text  said __ time 60 _-_ text  as __ time 60 _-_ text  gos __ time 60 _-_ text pel __ time 120 _-_ text  truth// __ time 60 _-_ text /The __ time 360 _-_ text  way __ time 60 _-_ text  a __ time 60 _-_ text  sil __ time 60 _-_ text ly __ time 60 _-_ text  lit __ time 60 _-_ text tle __ time 60 _-_ text  child __ time 60 _-_ text  would. __ time 240 _-_ text /I __ time 300 _-_ text  can't __ time 60 _-_ text  ex __ time 60 _-_ text cuse __ time 60 _-_ text  it __ time 60 _-_ text  on __ time 60 _-_ text  the __ time 60 _-_ text  grounds __ time 60 _-_ text  of __ time 120 _-_ text  youth; __ time 60 _-_ text /I __ time 360 _-_ text  was __ time 60 _-_ text  no __ time 60 _-_ text  babe __ time 60 _-_ text  in __ time 60 _-_ text  the __ time 120 _-_ text  wild __ time 60 _-_ text  wood. __ time 240 _-_ text /He __ time 300 _-_ text  did __ time 60 _-_ text n't __ time 60 _-_ text  mean __ time 60 _-_ text  it// __ time 60 _-_ text /I __ time 240 _-_ text  should __ time 60 _-_ text  have __ time 60 _-_ text  seen __ time 60 _-_ text  it// __ time 60 _-_ text /Now __ time 180 _-_ text  it's __ time 300 _-_ text  too __ time 60 _-_ text  late! __ time 120 _-_ text I __ time 480 _-_ text  thought __ time 240 _-_ text  I'd __ time 90 _-_ text  found __ time 30 _-_ text  the __ time 90 _-_ text  man __ time 30 _-_ text  of __ time 60 _-_ text  my __ time 60 _-_ text  dreams. __ time 60 _-_ text /Now __ time 300 _-_ text  it __ time 180 _-_ text  seems __ time 60 _-_ text /This __ time 240 _-_ text  is __ time 60 _-_ text  how __ time 60 _-_ text  the __ time 60 _-_ text  sto __ time 60 _-_ text ry __ time 60 _-_ text  ends: __ time 180 _-_ text /He's __ time 300 _-_ text  goin' __ time 60 _-_ text  to __ time 60 _-_ text  turn __ time 60 _-_ text  me __ time 120 _-_ text  down __ time 60 _-_ text  and __ time 120 _-_ text  say// __ time 60 _-_ text /""Can't __ time 120 _-_ text  we __ time 60 _-_ text  be __ time 60 _-_ text  friends?"" __ time 60 _-_ text /I __ time 780 _-_ text  thought __ time 240 _-_ text  for __ time 90 _-_ text  once __ time 30 _-_ text  it __ time 90 _-_ text  could __ time 30 _-_ text n't __ time 60 _-_ text  go __ time 60 _-_ text  wrong// __ time 60 _-_ text /Not __ time 300 _-_ text  for __ time 180 _-_ text  long! __ time 60 _-_ text /I __ time 240 _-_ text  can __ time 60 _-_ text  see __ time 60 _-_ text  the __ time 60 _-_ text  way __ time 60 _-_ text  this __ time 60 _-_ text  ends: __ time 180 _-_ text /He's __ time 300 _-_ text  goin' __ time 60 _-_ text  to __ time 60 _-_ text  turn __ time 60 _-_ text  me __ time 120 _-_ text  down __ time 60 _-_ text  and __ time 120 _-_ text  say// __ time 60 _-_ text /""Can't __ time 120 _-_ text  we __ time 60 _-_ text  be __ time 60 _-_ text  friends?"" __ time 60 _-_ text /Nev __ time 780 _-_ text er __ time 300 _-_ text  a __ time 60 _-_ text gain! __ time 120 _-_ text /Through __ time 300 _-_ text  with __ time 120 _-_ text  love// __ time 60 _-_ text /Through __ time 300 _-_ text  with __ time 120 _-_ text  men! __ time 60 _-_ text /They __ time 120 _-_ text  play __ time 120 _-_ text  their __ time 120 _-_ text  game __ time 120 _-_ text  with __ time 300 _-_ text out __ time 60 _-_ text  shame// __ time 60 _-_ text /and __ time 180 _-_ text  won __ time 120 _-_ text der __ time 120 _-_ text  why? __ time 120 _-_ text /I __ time 960 _-_ text  thought __ time 240 _-_ text  I'd __ time 90 _-_ text  found __ time 30 _-_ text  a __ time 90 _-_ text  man __ time 30 _-_ text  I __ time 60 _-_ text  could __ time 60 _-_ text  trust// __ time 60 _-_ text /What __ time 300 _-_ text  a __ time 180 _-_ text  bust! __ time 60 _-_ text /This __ time 240 _-_ text  is __ time 60 _-_ text  how __ time 60 _-_ text  the __ time 60 _-_ text  sto __ time 60 _-_ text ry __ time 60 _-_ text  ends: __ time 180 _-_ text /He's __ time 300 _-_ text  goin' __ time 60 _-_ text  to __ time 60 _-_ text  turn __ time 60 _-_ text  me __ time 120 _-_ text  down __ time 60 _-_ text  and __ time 120 _-_ text  say// __ time 60 _-_ text /""Can't __ time 120 _-_ text  we __ time 60 _-_ text  be __ time 60 _-_ text  friends?"" __ time 60 _-_ text I __ time 780 _-_ text  thought __ time 240 _-_ text  I __ time 90 _-_ text  knew __ time 30 _-_ text  the __ time 90 _-_ text  wheat __ time 30 _-_ text  from __ time 60 _-_ text  the __ time 60 _-_ text  chaff// __ time 60 _-_ text /What __ time 300 _-_ text  a __ time 180 _-_ text  laugh! __ time 60 _-_ text /This __ time 240 _-_ text  is __ time 60 _-_ text  how __ time 60 _-_ text  the __ time 60 _-_ text  sto __ time 60 _-_ text ry __ time 60 _-_ text  ends: __ time 180 _-_ text /I __ time 300 _-_ text  let __ time 60 _-_ text  him __ time 60 _-_ text  turn __ time 60 _-_ text  me __ time 120 _-_ text  down __ time 60 _-_ text  and __ time 120 _-_ text  say// __ time 60 _-_ text /""Can't __ time 120 _-_ text  we __ time 60 _-_ text  be __ time 60 _-_ text  friends?"" __ time 60 _-_ text /I __ time 780 _-_ text  act __ time 240 _-_ text ed __ time 90 _-_ text  like __ time 30 _-_ text  a __ time 90 _-_ text  kid __ time 30 _-_ text  out __ time 60 _-_ text  of __ time 60 _-_ text  school// __ time 60 _-_ text /What __ time 300 _-_ text  a __ time 180 _-_ text  fool! __ time 60 _-_ text /Now __ time 240 _-_ text  I __ time 60 _-_ text  see __ time 60 _-_ text  the __ time 60 _-_ text  way __ time 60 _-_ text  this __ time 60 _-_ text  ends: __ time 180 _-_ text /I __ time 300 _-_ text  let __ time 60 _-_ text  him __ time 60 _-_ text  turn __ time 60 _-_ text  me __ time 120 _-_ text  down __ time 60 _-_ text  and __ time 120 _-_ text  say __ time 60 _-_ text /""Can't __ time 120 _-_ text  we __ time 60 _-_ text  be __ time 60 _-_ text  friends?"" __ time 60 _-_ text /Why __ time 780 _-_ text  should __ time 300 _-_ text  I __ time 60 _-_ text  care// __ time 120 _-_ text /Though __ time 300 _-_ text  he __ time 120 _-_ text  gave __ time 60 _-_ text  me __ time 300 _-_ text  the __ time 120 _-_ text  air? __ time 60 _-_ text /Why __ time 120 _-_ text  should __ time 120 _-_ text  I __ time 120 _-_ text  cry// __ time 120 _-_ text /heave __ time 300 _-_ text  a __ time 60 _-_ text  sigh// __ time 60 _-_ text /and __ time 180 _-_ text  won __ time 120 _-_ text der __ time 120 _-_ text  why? __ time 120 _-_ text /I __ time 960 _-_ text  should __ time 240 _-_ text  have __ time 90 _-_ text  seen __ time 30 _-_ text  the __ time 90 _-_ text  sig __ time 30 _-_ text nal __ time 60 _-_ text  to __ time 60 _-_ text  stop// __ time 60 _-_ text /What __ time 300 _-_ text  a __ time 180 _-_ text  flop! __ time 60 _-_ text /This __ time 240 _-_ text  is __ time 60 _-_ text  how __ time 60 _-_ text  the __ time 60 _-_ text  sto __ time 60 _-_ text ry __ time 60 _-_ text  ends; __ time 180 _-_ text /I __ time 300 _-_ text  let __ time 60 _-_ text  him __ time 60 _-_ text  turn __ time 60 _-_ text  me __ time 120 _-_ text  down __ time 60 _-_ text  and __ time 120 _-_ text  say// __ time 60 _-_ text /""Can't __ time 120 _-_ text  we __ time 60 _-_ text  be __ time 60 _-_ text  friends?"" __ time 60",4/4,F,100.0,24
takin_my_time_rmb.mid," _-_ name bass __ time 0 _-_ name slap bass __ time 0 _-_ name ele piano __ time 0 _-_ name guitar __ time 0 _-_ name sax __ time 0 _-_ name ele piano __ time 0 _-_ name synthbrass2 __ time 0 _-_ name perc __ time 0 _-_ name drums __ time 0 _-_ name <><><><><> __ time 0 _-_ name ""Takin my __ time 0 _-_ name time"" __ time 0 _-_ name by Max  __ time 0 _-_ name Bennett __ time 0 _-_ name arranged by __ time 0 _-_ name B. Lasnek __ time 0 _-_ name comments? __ time 0 _-_ name ""ramabob"" __ time 0 _-_ name @aol.com __ time 0",,4/4,C,85.0,24
linger_awhile_bl2.mid, _-_ name Copyright 5-17-98 by Bill Lane __ time 0 _-_ name Acoustic Bass __ time 0 _-_ name Jazz Guitar __ time 0 _-_ name Drums __ time 0 _-_ name Vibes __ time 0 _-_ name Elec. Piano __ time 0 _-_ name Grand Piano __ time 0,,2/4,F,160.0,24
mercy_mercy_mercy_gt.mid, _-_ name Mercy// Mercy Mercy __ time 0 _-_ name Acoustic Bass __ time 0 _-_ name Electric Piano 2 __ time 0 _-_ name Electric Piano 1 __ time 0 _-_ name Acoustic Grand Piano __ time 0 _-_ name Vibraphone __ time 0 _-_ name Drums __ time 0 _-_ name Mercy Mercy Mercy __ time 0 _-_ name by Joe.Zawinul arr. George Tassara __ time 0 _-_ name fgertrude@aol.com __ time 0 _-_ name Mod. Alisdair MacRae Birch __ time 0 _-_ name akmbirch@aol.com __ time 0 _-_ name http://www.notz.com __ time 0, _-_ text by Joe Zawinul. Arr. George Tassara fgertrude@aol.com Modified by Alisdair MacRae Birch akmbirch@aol.com http://www.notz.com __ time 0,4/4,C,80.0,24
blue_moon_1934_kar_jpp.mid, _-_ name Soft karaoke __ time 0 _-_ name Words __ time 0 _-_ name piano 1 __ time 0 _-_ name piano 2 __ time 0 _-_ name piano 3 __ time 0 _-_ name piano 4 __ time 0 _-_ name lyric __ time 0 _-_ name pizz str bass __ time 0 _-_ name * __ time 0 _-_ name Blue Moon 1934 __ time 0 _-_ name Lyrics by Lorenz Hart __ time 0 _-_ name Music by Richard Rodgers __ time 0 _-_ name @ 1934 by M-G-M (renewed 1961) __ time 0 _-_ name * __ time 0 _-_ name sequence and karaoke by James Pitt-Payne// London UK __ time 0 _-_ name on Monday 04 October 2004 at 23.05 __ time 0 _-_ name in association with Doug Grierson __ time 0 _-_ name * __ time 0," _-_ text @KMIDI KARAOKE FILE __ time 0 _-_ text @LLyrics by Lorenz Hart - Music by Richard Rodgers __ time 0 _-_ text @TBlue Moon 1934 __ time 0 _-_ text @TJames Pitt-Payne// London UK - 04 Oct 2004 __ time 0 _-_ text Once __ time 2400 _-_ text  up __ time 90 _-_ text on __ time 30 _-_ text  a __ time 90 _-_ text  time// __ time 30 _-_ text /be __ time 180 _-_ text fore __ time 60 _-_ text  I __ time 90 _-_ text  took __ time 30 _-_ text  up __ time 90 _-_ text  smil __ time 30 _-_ text ing// __ time 60 _-_ text /I __ time 120 _-_ text  hat __ time 60 _-_ text ed __ time 90 _-_ text  the __ time 30 _-_ text  moon __ time 120 _-_ text light! __ time 120 _-_ text /Shad __ time 600 _-_ text ows __ time 90 _-_ text  of __ time 30 _-_ text  the __ time 90 _-_ text  night __ time 30 _-_ text /that __ time 180 _-_ text  po __ time 60 _-_ text ets __ time 90 _-_ text  find __ time 30 _-_ text  be __ time 90 _-_ text guil __ time 30 _-_ text ing __ time 60 _-_ text /seemed __ time 120 _-_ text  flat __ time 60 _-_ text  as __ time 120 _-_ text  the __ time 90 _-_ text  noon- __ time 30 _-_ text light. __ time 120 _-_ text /With __ time 600 _-_ text  no __ time 60 _-_ text  one __ time 120 _-_ text  to __ time 60 _-_ text  stay __ time 120 _-_ text  up __ time 120 _-_ text  for __ time 120 _-_ text /I __ time 360 _-_ text  went __ time 60 _-_ text  to __ time 120 _-_ text  sleep __ time 60 _-_ text  at __ time 120 _-_ text  ten. __ time 120 _-_ text /Life __ time 480 _-_ text  was __ time 60 _-_ text  a __ time 120 _-_ text  bit __ time 60 _-_ text ter __ time 120 _-_ text  cup __ time 120 _-_ text /for __ time 120 _-_ text  the __ time 240 _-_ text  sad __ time 120 _-_ text dest __ time 120 _-_ text  of __ time 120 _-_ text  all __ time 120 _-_ text  men. __ time 120 _-_ text Blue __ time 360 _-_ text  Moon __ time 120 _-_ text  you __ time 540 _-_ text  saw __ time 60 _-_ text  me __ time 60 _-_ text  stand __ time 60 _-_ text ing __ time 60 _-_ text  a __ time 60 _-_ text lone __ time 60 _-_ text /with __ time 600 _-_ text out __ time 60 _-_ text  a __ time 60 _-_ text  dream __ time 60 _-_ text  in __ time 60 _-_ text  my __ time 60 _-_ text  heart// __ time 60 _-_ text /with __ time 600 _-_ text out __ time 60 _-_ text  a __ time 60 _-_ text  love __ time 60 _-_ text  of __ time 60 _-_ text  my __ time 60 _-_ text  own; __ time 60 _-_ text /Blue __ time 900 _-_ text  Moon __ time 120 _-_ text /you __ time 540 _-_ text  knew __ time 60 _-_ text  just __ time 60 _-_ text  what __ time 60 _-_ text  I __ time 60 _-_ text  was __ time 60 _-_ text  there __ time 60 _-_ text  for __ time 120 _-_ text /you __ time 480 _-_ text  heard __ time 60 _-_ text  me __ time 60 _-_ text  say __ time 60 _-_ text ing __ time 60 _-_ text  a __ time 60 _-_ text  prayer __ time 60 _-_ text  for __ time 120 _-_ text /some __ time 480 _-_ text one __ time 60 _-_ text  I __ time 60 _-_ text  real __ time 60 _-_ text ly __ time 60 _-_ text  could __ time 60 _-_ text  care __ time 60 _-_ text  for; __ time 120 _-_ text /and __ time 720 _-_ text  then __ time 60 _-_ text  there __ time 60 _-_ text  sud __ time 60 _-_ text den __ time 60 _-_ text ly __ time 60 _-_ text  ap __ time 60 _-_ text peared __ time 60 _-_ text  be __ time 120 _-_ text fore __ time 120 _-_ text  me __ time 60 _-_ text /the __ time 240 _-_ text  on __ time 60 _-_ text ly __ time 60 _-_ text  one __ time 60 _-_ text  my __ time 60 _-_ text  arms __ time 60 _-_ text  will __ time 60 _-_ text  ev __ time 60 _-_ text er __ time 120 _-_ text  hold __ time 120 _-_ text /I __ time 300 _-_ text  heard __ time 60 _-_ text  some __ time 60 _-_ text bo __ time 60 _-_ text dy __ time 60 _-_ text  whis __ time 60 _-_ text per: __ time 60 _-_ text /""Please __ time 60 _-_ text  a __ time 120 _-_ text dore __ time 120 _-_ text  me"" __ time 60 _-_ text /and __ time 240 _-_ text  when __ time 60 _-_ text  I __ time 60 _-_ text  looked// __ time 60 _-_ text /the __ time 90 _-_ text  moon __ time 30 _-_ text  had __ time 90 _-_ text  turned __ time 30 _-_ text  to __ time 120 _-_ text  gold! __ time 120 _-_ text /Blue __ time 360 _-_ text  Moon! __ time 120 _-_ text /Now __ time 540 _-_ text  I'm __ time 60 _-_ text  no __ time 60 _-_ text  long __ time 60 _-_ text er __ time 60 _-_ text  a __ time 60 _-_ text lone __ time 60 _-_ text /with __ time 600 _-_ text out __ time 60 _-_ text  a __ time 60 _-_ text  dream __ time 60 _-_ text  in __ time 60 _-_ text  my __ time 60 _-_ text  heart// __ time 60 _-_ text /with __ time 600 _-_ text out __ time 60 _-_ text  a __ time 60 _-_ text  love __ time 60 _-_ text  of __ time 60 _-_ text  my __ time 60 _-_ text  own. __ time 60 _-_ text Once __ time 2940 _-_ text  up __ time 90 _-_ text on __ time 30 _-_ text  a __ time 90 _-_ text  time __ time 30 _-_ text /my __ time 180 _-_ text  heart __ time 60 _-_ text  was __ time 90 _-_ text  just __ time 30 _-_ text  an __ time 90 _-_ text  or __ time 30 _-_ text gan// __ time 60 _-_ text /my __ time 120 _-_ text  life __ time 60 _-_ text  had __ time 90 _-_ text  no __ time 30 _-_ text  mis __ time 120 _-_ text sion. __ time 120 _-_ text /Now __ time 600 _-_ text  that __ time 90 _-_ text  I __ time 30 _-_ text  have __ time 90 _-_ text  you// __ time 30 _-_ text /to __ time 180 _-_ text  be __ time 60 _-_ text  as __ time 90 _-_ text  rich __ time 30 _-_ text  as __ time 90 _-_ text  Mor __ time 30 _-_ text gan __ time 60 _-_ text /is __ time 120 _-_ text  my __ time 60 _-_ text  one __ time 120 _-_ text  am __ time 90 _-_ text bi __ time 30 _-_ text tion. __ time 120 _-_ text /Once __ time 600 _-_ text  I __ time 60 _-_ text  a __ time 120 _-_ text woke __ time 60 _-_ text  at __ time 120 _-_ text  sev __ time 120 _-_ text en __ time 120 _-_ text /hat __ time 360 _-_ text ing __ time 60 _-_ text  the __ time 120 _-_ text  morn __ time 60 _-_ text ing __ time 120 _-_ text  light. __ time 120 _-_ text /Now __ time 480 _-_ text  I __ time 60 _-_ text  a __ time 120 _-_ text wake __ time 60 _-_ text  in __ time 120 _-_ text  Heav __ time 120 _-_ text en __ time 120 _-_ text /and __ time 240 _-_ text  all __ time 120 _-_ text  the __ time 120 _-_ text  world's __ time 120 _-_ text  al __ time 120 _-_ text right. __ time 120 _-_ text Blue __ time 360 _-_ text  Moon __ time 120 _-_ text  you __ time 540 _-_ text  saw __ time 60 _-_ text  me __ time 60 _-_ text  stand __ time 60 _-_ text ing __ time 60 _-_ text  a __ time 60 _-_ text lone __ time 60 _-_ text /with __ time 600 _-_ text out __ time 60 _-_ text  a __ time 60 _-_ text  dream __ time 60 _-_ text  in __ time 60 _-_ text  my __ time 60 _-_ text  heart// __ time 60 _-_ text /with __ time 600 _-_ text out __ time 60 _-_ text  a __ time 60 _-_ text  love __ time 60 _-_ text  of __ time 60 _-_ text  my __ time 60 _-_ text  own; __ time 60 _-_ text /Blue __ time 900 _-_ text  Moon __ time 120 _-_ text /you __ time 540 _-_ text  knew __ time 60 _-_ text  just __ time 60 _-_ text  what __ time 60 _-_ text  I __ time 60 _-_ text  was __ time 60 _-_ text  there __ time 60 _-_ text  for __ time 120 _-_ text /you __ time 480 _-_ text  heard __ time 60 _-_ text  me __ time 60 _-_ text  say __ time 60 _-_ text ing __ time 60 _-_ text  a __ time 60 _-_ text  prayer __ time 60 _-_ text  for __ time 120 _-_ text /some __ time 480 _-_ text one __ time 60 _-_ text  I __ time 60 _-_ text  real __ time 60 _-_ text ly __ time 60 _-_ text  could __ time 60 _-_ text  care __ time 60 _-_ text  for; __ time 120 _-_ text /and __ time 720 _-_ text  then __ time 60 _-_ text  there __ time 60 _-_ text  sud __ time 60 _-_ text den __ time 60 _-_ text ly __ time 60 _-_ text  ap __ time 60 _-_ text peared __ time 60 _-_ text  be __ time 120 _-_ text fore __ time 120 _-_ text  me __ time 60 _-_ text /the __ time 240 _-_ text  on __ time 60 _-_ text ly __ time 60 _-_ text  one __ time 60 _-_ text  my __ time 60 _-_ text  arms __ time 60 _-_ text  will __ time 60 _-_ text  ev __ time 60 _-_ text er __ time 120 _-_ text  hold __ time 120 _-_ text /I __ time 300 _-_ text  heard __ time 60 _-_ text  some __ time 60 _-_ text bo __ time 60 _-_ text dy __ time 60 _-_ text  whis __ time 60 _-_ text per: __ time 60 _-_ text /""Please __ time 60 _-_ text  a __ time 120 _-_ text dore __ time 120 _-_ text  me"" __ time 60 _-_ text /and __ time 240 _-_ text  when __ time 60 _-_ text  I __ time 60 _-_ text  looked// __ time 60 _-_ text /the __ time 90 _-_ text  moon __ time 30 _-_ text  had __ time 90 _-_ text  turned __ time 30 _-_ text  to __ time 120 _-_ text  gold! __ time 120 _-_ text /Blue __ time 360 _-_ text  Moon! __ time 120 _-_ text /Now __ time 540 _-_ text  I'm __ time 60 _-_ text  no __ time 60 _-_ text  long __ time 60 _-_ text er __ time 60 _-_ text  a __ time 60 _-_ text lone __ time 60 _-_ text /with __ time 600 _-_ text out __ time 60 _-_ text  a __ time 60 _-_ text  dream __ time 60 _-_ text  in __ time 60 _-_ text  my __ time 60 _-_ text  heart// __ time 60 _-_ text /with __ time 600 _-_ text out __ time 60 _-_ text  a __ time 60 _-_ text  love __ time 60 _-_ text  of __ time 60 _-_ text  my __ time 60 _-_ text  own. __ time 60",4/4,Eb,100.0,24
forgotten_dreams_gp.mid, _-_ name Forgotten Dreams __ time 0 _-_ name Forgotten Dreams __ time 0 _-_ name by Leroy Anderson __ time 0 _-_ name arr : Pollen (2001) __ time 0,,4/4,D,72.0,24
that_lucky_old_sun_tk.mid," _-_ name That Lucky Old Sun __ time 0 _-_ name Trumpet/Strings/Fr Horn melody __ time 0 _-_ name Clarinets __ time 0 _-_ name French Horns/Brass Section __ time 0 _-_ name Strings __ time 0 _-_ name Strings 2 __ time 0 _-_ name Viola __ time 0 _-_ name Cello __ time 0 _-_ name Contrabass __ time 0 _-_ name Drums   null __ time 0 _-_ name ""That Lucky Old Sun"" __ time 0 _-_ name c1949   w/ Haven Gillespie __ time 0 _-_ name m/ Beasley Smith __ time 0 _-_ name Sequenced by Ted Keener @1998 __ time 0 _-_ name Freely Distributed Midi __ time 0 _-_ name DO NOT Attempt to sell this copyrighted tune. __ time 0",,4/4,C,94.0,24
gone_fishin-BC-LA_mmb.mid, _-_ name Gone Fishin' __ time 0 _-_ name Bass    (BB) __ time 0 _-_ name Drums   (BB) __ time 0 _-_ name Piano   (BB) __ time 0 _-_ name Guitar  (BB) __ time 0 _-_ name Strings (BB) __ time 0 _-_ name Melody  (BB) __ time 0 _-_ name A Mickey McBride Arrangement __ time 0,,4/4,F,70.0,24
deep_purple_da.mid, _-_ name Deep Purple// By Peter DeRose __ time 0 _-_ name Primo 1 __ time 0 _-_ name Primo 2 __ time 0 _-_ name Secondo 1 __ time 0 _-_ name Secondo 2 __ time 0, _-_ text Sequenced by Deb Ackley// 08/14/98@ __ time 0 _-_ text deb@who.net@ __ time 0 _-_ text MIDI Haven// http://midihaven.com/midi.html@ __ time 0,4/4,Eb,94.0,24
tangerine_jh.mid, _-_ name Tangerine __ time 0 _-_ name info@josefhuber.com __ time 0 _-_ name Josef Huber __ time 0 _-_ name Högsby __ time 0 _-_ name Sweden __ time 0 _-_ name info@josefhuber.com __ time 0 _-_ name Bass                                                             __ time 0 _-_ name Piano                                                            __ time 0 _-_ name Vibes __ time 0 _-_ name Voice __ time 0 _-_ name Pad2 __ time 0 _-_ name Vibes                                                            __ time 0 _-_ name Drums                                                            __ time 0,,4/4,F,172.0,24
the_cat_srig.mid," _-_ name Hammond Jazzy 5 Voices __ time 0 _-_ name Acoustic Bass __ time 0 _-_ name Brush Drums __ time 0 _-_ name Rythm Organ __ time 0 _-_ name Baritone Sax __ time 0 _-_ name Trombone __ time 0 _-_ name Trumpet __ time 0 _-_ name Brass section __ time 0 _-_ name Jimmy Smith __ time 0 _-_ name ""The Cat"" __ time 0 _-_ name Played by Simon Rigot __ time 0 _-_ name s.rigot@tornado.be __ time 0 _-_ name Only for SCPOP mailing list __ time 0 _-_ name ""hope you appreciate ! "" __ time 0 _-_ name SysEx for Roland SC-55 __ time 0",,3/8,A,90.0,12
